SP;nom_sc;nom_fr;ID_TAXON;;
LUSLUS;Luscinia luscinia;Rossignol progné;14952;;
LUSMEG;Luscinia megarhynchos;Rossignol philomèle;14953;;
LUSOBS;Luscinia obscura;Rossignol à gorge noire;14958;;
LUSRUF;Luscinia ruficeps;Rossignol à tête rousse;14957;;
LUSSCH;Thamnophilus schistaceus;Batara à ailes unies;12469;;
LUSSIB;Luscinia sibilans;Rossignol siffleur;14951;;
LUSSVE;Luscinia svecica;Gorgebleue à miroir;14956;;
LUSSVECYA;Luscinia svecica cyanecula;;18829;;
LUSSVENAM;Luscinia svecica namnetum;;18830;;
LUSSVESVE;Luscinia svecica svecica;;18831;;
LYBBID;Lybius bidentatus;Barbican bidenté;11305;;
LYBCHA;Lybius chaplini;Barbican de Chaplin;11298;;
LYBDUB;Lybius dubius;Barbican à poitrine rouge;11306;;
LYBGUI;Lybius guifsobalito;Barbican quifsobalito;11300;;
LYBLEU;Lybius leucocephalus;Barbican à tête blanche;11296;;
LYBMEL;Lybius melanopterus;Barbican à poitrine brune;11302;;
LYBMIN;Lybius minor;Barbican de Levaillant;11303;;
LYBROL;Lybius rolleti;Barbican à poitrine noire;11307;;
LYBRUB;Lybius rubrifacies;Barbican à face rouge;11299;;
LYBTOR;Lybius torquatus;Barbican à collier;11301;;
LYBUND;Lybius undatus;Barbican barré;11295;;
LYBVIE;Lybius vieilloti;Barbican de Vieillot;11297;;
LYCPYR;Lycocorax pyrrhopterus;Paradisier corvin;13998;;
LYMMIN;Lymnocryptes minimus;Bécassine sourde;8449;;
LYSCAS;Lysurus castaneiceps;Tohi lysure;17927;;
LYSCRA;Lysurus crassirostris;Tohi masqué;17926;;
MACALC;Macheiramphus alcinus;Milan des chauves-souris;7360;;
MACAMB;Macropygia amboinensis;Phasianelle d'Amboine;8966;;
MACAME;Macronyx ameliae;Sentinelle à gorge rose;17132;;
MACAUR;Macronyx aurantiigula;Sentinelle dorée;17133;;
MACCAP;Macronyx capensis;Sentinelle du Cap;17130;;
MACCON;Macrosphenus concolor;Nasique grise;16301;;
MACCRE;Macropsalis creagra;Engoulevent à traîne;10258;;
MACCRO;Macronyx croceus;Sentinelle à gorge jaune;17128;;
MACDEL;Machaeropterus deliciosus;Manakin à ailes blanches;12394;;
MACEMI;Macropygia emiliana;Phasianelle rousse;8965;;
MACEPS;Macropygia ruficeps;Phasianelle à tête rousse;8969;;
MACERI;Macrosphenus pulitzeri;Nasique de Pulitzer;16302;;
MACFUE;Macronyx fuellebornii;Sentinelle de Fülleborn;17129;;
MACGIG;Macronectes giganteus;Pétrel géant;6707;;
MACGRI;Macronyx grimwoodi;Sentinelle de Grimwood;17134;;
MACGUL;Macronous gularis;Timalie à gorge striée;16536;;
MACHAL;Macronectes halli;Pétrel de Hall;6708;;
MACHRA;Macgregoria pulchra;Paradisier de Macgregor;13996;;
MACIMT;Macroagelaius imthurni;Quiscale des tépuis;18758;;
MACKEL;Macronous kelleyi;Timalie de Kelley;16538;;
MACKEM;Macrosphenus kempi;Nasique de Kemp;16299;;
MACKRE;Macrosphenus kretschmeri;Nasique de Kretschmer;16303;;
MACLEA;Mackenziaena leachii;Batara de Leach;12441;;
MACLON;Macrodipteryx longipennis;Engoulevent à balanciers;10249;;
MACMAC;Macropygia mackinlayi;Phasianelle de Mackinlay;8971;;
MACMAG;Macropygia magna;Grande Phasianelle;8967;;
MACMAL;Macrocephalon maleo;Mégapode maléo;7751;;
MACNIS;Macropygia rufipennis;Phasianelle des Nicobar;8963;;
MACPHA;Macropygia phasianella;Phasianelle brune;8968;;
MACPTI;Macronous ptilosus;Timalie chamasa;16540;;
MACPYR;Machaeropterus pyrocephalus;Manakin tête-de-feu;12392;;
MACREG;Machaeropterus regulus;Manakin rubis;12393;;
MACRIS;Macropygia nigrirostris;Phasianelle barrée;8970;;
MACRIX;Machetornis rixosus;Moucherolle querelleur;12137;;
MACSEV;Mackenziaena severa;Batara othello;12440;;
MACSTR;Macronous striaticeps;Timalie brune;16539;;
MACSUB;Macroagelaius subalaris;Quiscale montagnard;18759;;
MACTEN;Macropygia tenuirostris;Phasianelle des Philippines;8964;;
MACTUS;Machaerirhynchus nigripectus;Monarque à poitrine noire;14391;;
MACUNC;Macropygia unchall;Phasianelle onchall;8962;;
MACVEX;Macrodipteryx vexillarius;Engoulevent porte-étendard;10250;;
MADRUF;Madanga ruficollis;Zostérops à gorge rousse;15924;;
MALABB;Malacocincla abbotti;Akalat d'Abbott;16417;;
MALAFF;Malacopteron affine;Akalat affin;16433;;
MALALI;Malaconotus alius;Gladiateur des Uluguru;14460;;
MALAMA;Malurus amabilis;Mérion ravissant;13217;;
MALARE;Malacopteron albogulare;Akalat à gorge blanche;16437;;
MALATA;Malia grata;Malia des Célèbes;15831;;
MALAYI;Malurus grayi;Mérion à bec large;13207;;
MALBAL;Malimbus ballmanni;Malimbe de Ballmann;17288;;
MALBLA;Malaconotus blanchoti;Gladiateur de Blanchot;14458;;
MALCAM;Malurus campbelli;Mérion de Campbell;13208;;
MALCAS;Malimbus cassini;Malimbe de Cassin;17287;;
MALCRU;Malaconotus cruentus;Gladiateur ensanglanté;14455;;
MALCUS;Malimbus malimbicus;Malimbe huppé;17294;;
MALELE;Malurus elegans;Mérion élégant;13218;;
MALEPS;Malacocincla cinereiceps;Akalat à tête cendrée;16422;;
MALERY;Malimbus erythrogaster;Malimbe à ventre rouge;17292;;
MALEUM;Malacopteron cinereum;Akalat à calotte maillée;16434;;
MALEUS;Malurus cyaneus;Mérion superbe;13212;;
MALFLA;Malimbus flavipes;Malimbe à pieds jaunes;17285;;
MALFUL;Malacoptila fulvogularis;Tamatia à gorge fauve;11207;;
MALFUS;Malacoptila fusca;Tamatia brun;11204;;
MALGLA;Malaconotus gladiator;Gladiateur à poitrine verte;14457;;
MALIBA;Malimbus ibadanensis;Malimbe d'Ibadan;17291;;
MALICO;Malimbus coronatus;Malimbe couronné;17286;;
MALLAG;Malaconotus lagdeni;Gladiateur de Lagden;14456;;
MALLAM;Malurus lamberti;Mérion de Lambert;13216;;
MALLEU;Malurus leucopterus;Mérion leucoptère;13211;;
MALLUS;Malurus cyanocephalus;Mérion empereur;13221;;
MALMEL;Malurus melanocephalus;Mérion à dos rouge;13210;;
MALMEM;Malacorhynchus membranaceus;Canard à oreilles roses;7272;;
MALMON;Malaconotus monteiri;Gladiateur de Monteiro;14459;;
MALMYS;Malacoptila mystacalis;Tamatia à moustaches;11210;;
MALNIT;Malimbus nitens;Malimbe à bec bleu;17293;;
MALNUM;Malacopteron magnum;Akalat géant;16435;;
MALPAL;Malacopteron palawanense;Akalat de Palawan;16436;;
MALPAN;Malacoptila panamensis;Tamatia de Lafresnaye;11209;;
MALPEC;Malcorus pectoralis;Prinia à joues rousses;16196;;
MALPER;Malacocincla perspicillata;Akalat à sourcils noirs;16420;;
MALPUL;Malurus pulcherrimus;Mérion à gorge bleue;13219;;
MALRAC;Malimbus racheliae;Malimbe de Rachel;17289;;
MALRUB;Malimbus rubricollis;Malimbe à tête rouge;17295;;
MALRUF;Malacoptila rufa;Tamatia à col roux;11208;;
MALSCU;Malimbus scutatus;Malimbe à queue rouge;17290;;
MALSEM;Malacoptila semicincta;Tamatia à semi-collier;11205;;
MALSEP;Malacocincla sepiarium;Akalat de Horsfield;16418;;
MALSIS;Malacocincla malaccensis;Akalat à queue courte;16421;;
MALSPL;Malurus splendens;Mérion splendide;13213;;
MALSTR;Malacoptila striata;Tamatia rayé;11206;;
MALTRE;Malacopteron magnirostre;Akalat moustachu;16432;;
MALTUS;Malurus alboscapulatus;Mérion à épaulettes;13209;;
MALUCO;Malurus coronatus;Mérion couronné;13220;;
MALVAN;Malacocincla vanderbilti;Akalat de Vanderbilt;16419;;
MANALA;Manorina melanocephala;Méliphage bruyant;13442;;
MANATR;Manucodia atra;Paradisier noir;14000;;
MANAUR;Manacus aurantiacus;Manakin à col orange;12397;;
MANCAN;Manacus candei;Manakin à col blanc;12396;;
MANCHA;Manucodia chalybata;Paradisier vert;14001;;
MANCOM;Manucodia comrii;Paradisier d'Entrecasteaux;14002;;
MANFLA;Manorina flavigula;Méliphage à cou jaune;13443;;
MANJOB;Manucodia jobiensis;Paradisier de Jobi;14003;;
MANKER;Manucodia keraudrenii;Paradisier de Keraudren;14004;;
MANMAN;Manacus manacus;Manakin casse-noisette;12399;;
MANNIT;Mandingoa nitidula;Sénégali vert;17354;;
MANRYS;Manorina melanophrys;Méliphage à sourcils noirs;13441;;
MANVIT;Manacus vitellinus;Manakin à col d'or;12398;;
MARANG;Marmaronetta angustirostris;Marmaronette marbrée;7274;;
MARBEL;Margarornis bellulus;Anabasitte superbe;12885;;
MARCUS;Margarops fuscus;Moqueur grivotte;15305;;
MARMAD;Margaroperdix madagascarensis;Perdrix de Madagascar;7982;;
MARRUB;Margarornis rubiginosus;Anabasitte rousse;12883;;
MARSQU;Margarornis squamiger;Anabasitte perlée;12886;;
MARSTE;Margarornis stellatus;Anabasitte étoilée;12884;;
MARTUS;Margarops fuscatus;Moqueur corossol;15306;;
MASCHR;Masius chrysopterus;Manakin aux ailes d'or;12407;;
MASMAS;Mascarinus mascarinus;Mascarin de la Réunion;9449;;
MAYLES;Mayrornis lessoni;Monarque de Lesson;14320;;
MAYSCH;Mayrornis schistaceus;Monarque schistacé;14321;;
MAYVER;Mayrornis versicolor;Monarque versicolore;14319;;
MEANOV;Mearnsia novaeguineae;Martinet papou;10326;;
MEAPIC;Mearnsia picina;Martinet des Philippines;10325;;
MEARIS;Melithreptus albogularis;Méliphage à menton blanc;13347;;
MEATUS;Melanerpes striatus;Pic d'Hispaniola;11456;;
MECCAL;Mecocerculus calopterus;Tyranneau à ailes rousses;11807;;
MECHEL;Mecocerculus hellmayri;Tyranneau de Hellmayr;11806;;
MECLEU;Mecocerculus leucophrys;Tyranneau à gorge blanche;11804;;
MECMIN;Mecocerculus minor;Tyranneau soufré;11808;;
MECPOE;Mecocerculus poecilocercus;Tyranneau à queue blanche;11805;;
MECSTI;Mecocerculus stictopterus;Tyranneau à sourcils blancs;11809;;
MEEATA;Meliphaga albilineata;Méliphage à boucle blanche;13307;;
MEGAFF;Megapodius affinis;Mégapode de Nouvelle-Guinée;7758;;
MEGALB;Megalurus albolimbatus;Mégalure à ventre blanc;16023;;
MEGALC;Megaceryle alcyon;Martin-pêcheur d'Amérique;10981;;
MEGANT;Megadyptes antipodes;Manchot antipode;6668;;
MEGARM;Megalaima armillaris;Barbu souci-col;11253;;
MEGASI;Megalaima asiatica;Barbu à gorge bleue;11249;;
MEGAUS;Megalaima australis;Barbu à calotte bleue;11255;;
MEGBER;Megapodius bernsteinii;Mégapode de Bernstein;7755;;
MEGCHR;Megalaima chrysopogon;Barbu à joues jaunes;11240;;
MEGCOR;Megalaima corvina;Barbu corbin;11239;;
MEGCUM;Megapodius cumingii;Mégapode des Philippines;7754;;
MEGDIS;Megalaima viridis;Barbu vert;11237;;
MEGDOR;Megatriorchis doriae;Autour de Doria;7522;;
MEGENS;Megalaima virens;Barbu géant;11233;;
MEGERE;Megapodius eremita;Mégapode mélanésien;7759;;
MEGEXI;Megalaima eximia;Barbu à gorge noire;11256;;
MEGFAI;Megalaima faiostricta;Barbu grivelé;11238;;
MEGFLA;Megalaima flavifrons;Barbu à front d'or;11244;;
MEGFRA;Megalaima franklinii;Barbu de Franklin;11245;;
MEGFRE;Megapodius freycinet;Mégapode de Freycinet;7757;;
MEGGRA;Megalurus gramineus;Mégalure menue;16024;;
MEGGRO;Megalurulus grosvenori;Mégalure de Gilliard;16036;;
MEGHAE;Megalaima haemacephala;Barbu à plastron rouge;11258;;
MEGHEN;Megalaima henricii;Barbu à sourcils jaunes;11252;;
MEGIEI;Megalurulus mariei;Mégalure calédonienne;16035;;
MEGINC;Megalaima incognita;Barbu de Hume;11251;;
MEGINE;Megacrex inepta;Râle géant;8294;;
MEGJAV;Megalaima javensis;Barbu de Java;11243;;
MEGLAG;Megalaima lagrandieri;Barbu à ventre rouge;11234;;
MEGLAP;Megapodius laperouse;Mégapode de La Pérouse;7761;;
MEGLAY;Megapodius layardi;Mégapode de Layard;7760;;
MEGLIN;Megalaima lineata;Barbu rayé;11236;;
MEGLLA;Megalurulus llaneae;Mégalure de Bougainville;16037;;
MEGLUG;Megaceryle lugubris;Martin-pêcheur tacheté;10980;;
MEGMAX;Megaceryle maxima;Martin-pêcheur géant;10979;;
MEGMON;Megalaima monticola;Barbu montagnard;11250;;
MEGMYS;Megalaima mystacophanos;Barbu arlequin;11242;;
MEGNIC;Megapodius nicobariensis;Mégapode des Nicobar;7753;;
MEGOOR;Megalaima oorti;Barbu malais;11246;;
MEGPAR;Megaxenops parnaguae;Mégasittine du Brésil;12965;;
MEGPIT;Megarhynchus pitangua;Tyran pitangua;12207;;
MEGPRI;Megapodius pritchardii;Mégapode de Pritchard;7762;;
MEGPRY;Megalurus pryeri;Mégalure du Japon;16020;;
MEGPUL;Megalaima pulcherrima;Barbu élégant;11254;;
MEGPUN;Megalurus punctatus;Mégalure matata;16025;;
MEGRAF;Megalaima rafflesii;Barbu bigarré;11241;;
MEGREI;Megapodius reinwardt;Mégapode de Reinwardt;7756;;
MEGRIS;Megalurus palustris;Mégalure des marais;16022;;
MEGSIS;Megazosterops palauensis;Zostérops des Palau;15943;;
MEGTIM;Megalurus timoriensis;Mégalure fauve;16021;;
MEGTOR;Megaceryle torquata;Martin-pêcheur à ventre roux;10982;;
MEGTUS;Megastictus margaritatus;Batara perlé;12483;;
MEGWAL;Megapodius wallacei;Mégapode de Wallace;7763;;
MEGWHI;Megalurulus whitneyi;Mégalure de Whitney;16038;;
MEGZEY;Megalaima zeylanica;Barbu à tête brune;11235;;
MEIJUG;Meiglyptes jugularis;Pic à jugulaire;11648;;
MEILLA;Megalaima rubricapilla;Barbu à couronne rouge;11257;;
MEITRI;Meiglyptes tristis;Pic strihup;11647;;
MEITUK;Meiglyptes tukki;Pic tukki;11649;;
MELACA;Melanitta fusca;Macreuse brune;7310;;
MELAFF;Melithreptus affinis;Méliphage à tête noire;13346;;
MELANA;Meliphaga analoga;Méliphage sosie;13301;;
MELANI;Melanopareia maximiliani;Cordon-noir à dos olive;13125;;
MELANN;Melaenornis annamarulae;Gobemouche du Libéria;14809;;
MELARA;Melanitta nigra;Macreuse noire;7307;;
MELARD;Melaenornis ardesiacus;Gobemouche de Berlioz;14808;;
MELARF;Melanocharis arfakiana;Piquebaie obscur;17049;;
MELARU;Meliphaga aruensis;Méliphage bouffant;13300;;
MELATE;Melipotes ater;Méliphage pailleté;13399;;
MELATO;Melanopareia torquata;Cordon-noir à col roux;13124;;
MELAUR;Melanerpes aurifrons;Pic à front doré;11465;;
MELAUS;Melanotrochilus fuscus;Colibri demi-deuil;10454;;
MELBEL;Melidectes belfordi;Méliphage de Belford;13391;;
MELBIA;Melozone biarcuatum;Tohi à face blanche;17878;;
MELBIM;Melanocorypha bimaculata;Alouette monticole;16817;;
MELBRE;Melithreptus brevirostris;Méliphage à tête brune;13351;;
MELCAC;Melanerpes cactorum;Pic des cactus;11455;;
MELCAE;Melanotis caerulescens;Moqueur bleu;15266;;
MELCAL;Melanocorypha calandra;Alouette calandre;16816;;
MELCAR;Melanerpes carolinus;Pic à ventre roux;11463;;
MELCRA;Melanocharis crassirostris;Piquebaie tacheté;17054;;
MELCRU;Melanerpes cruentatus;Pic à chevron d'or;11453;;
MELCUC;Melanodryas cucullata;Miro à capuchon;13585;;
MELDUS;Melanerpes candidus;Pic dominicain;11444;;
MELEDO;Melaenornis edolioides;Gobemouche drongo;14806;;
MELEIS;Melignomon eisentrauti;Indicateur d'Eisentraut;11400;;
MELELE;Melanopareia elegans;Cordon-noir élégant;13126;;
MELERA;Melanocorypha leucoptera;Alouette leucoptère;16820;;
MELERY;Melanerpes erythrocephalus;Pic à tête rouge;11448;;
MELFOE;Melidectes foersteri;Méliphage de Foerster;13393;;
MELFOR;Melanerpes formicivorus;Pic glandivore;11449;;
MELFUM;Melipotes fumigatus;Méliphage enfumé;13398;;
MELGAB;Micronisus gabar;Autour gabar;7467;;
MELGAL;Meleagris gallopavo;Dindon sauvage;7881;;
MELGEO;Melospiza georgiana;Bruant des marais;17808;;
MELGIG;Melampitta gigantea;Grande Mélampitte;13989;;
MELGIL;Melitograis gilolensis;Polochion strié;13359;;
MELGLA;Melanoptila glabrirostris;Moqueur noir;15264;;
MELGRA;Meliphaga gracilis;Méliphage gracile;13303;;
MELGUL;Melithreptus gularis;Méliphage à menton noir;13349;;
MELGYM;Melipotes gymnops;Méliphage à ventre tacheté;13397;;
MELHEL;Mellisuga helenae;Colibri d'Helen;10798;;
MELHEN;Melanerpes chrysauchen;Pic masqué;11451;;
MELHER;Melanerpes herminieri;Pic de la Guadeloupe;11446;;
MELHES;Melidectes leucostephes;Méliphage à face blanche;13390;;
MELHOF;Melanerpes hoffmannii;Pic de Hoffmann;11466;;
MELIMA;Melanocorypha maxima;Alouette du Tibet;16818;;
MELITO;Melidectes torquatus;Méliphage maquillé;13394;;
MELIUS;Melidectes fuscus;Méliphage fuligineux;13385;;
MELKIE;Melozone kieneri;Tohi de Kiener;17877;;
MELLAE;Melithreptus laetior;Méliphage à dos jaune;13348;;
MELLAT;Melophus lathami;Bruant huppé;17749;;
MELLIN;Melospiza lincolnii;Bruant de Lincoln;17807;;
MELLON;Melanocharis longicauda;Piquebaie à longue queue;17051;;
MELLUG;Melampitta lugubris;Petite Mélampitte;13988;;
MELLUN;Melithreptus lunatus;Méliphage à lunule;13345;;
MELMAC;Melidora macrorrhina;Martin-chasseur d'Euphrosine;10958;;
MELMEG;Melilestes megarhynchus;Méliphage à long bec;13276;;
MELMEN;Melocichla mentalis;Mélocichle à moustaches;16012;;
MELMIM;Meliphaga mimikae;Méliphage de Mimika;13297;;
MELMIN;Mellisuga minima;Colibri nain;10799;;
MELNII;Meliphaga lewinii;Méliphage de Lewin;13306;;
MELNOT;Meliphaga notata;Méliphage marqué;13304;;
MELNOU;Melidectes nouhuysi;Méliphage à barbe courte;13387;;
MELNYS;Melanerpes chrysogenys;Pic élégant;11458;;
MELOCH;Melidectes ochromelas;Méliphage à sourcils roux;13389;;
MELONS;Melanerpes flavifrons;Pic à front jaune;11454;;
MELORI;Meliphaga orientalis;Méliphage montagnard;13298;;
MELPAM;Melaenornis pammelaina;Gobemouche sud-africain;14807;;
MELPER;Melanitta perspicillata;Macreuse à front blanc;7309;;
MELPHA;Melamprosops phaeosoma;Po-o-uli masqué;17743;;
MELPOR;Melanerpes portoricensis;Pic de Porto Rico;11447;;
MELPRI;Melidectes princeps;Méliphage à barbe longue;13388;;
MELPUC;Melanerpes pucherani;Pic de Pucheran;11450;;
MELPYG;Melanerpes pygmaeus;Pic du Yucatan;11460;;
MELRAD;Melanerpes radiolatus;Pic de la Jamaïque;11457;;
MELRET;Meliphaga reticulata;Méliphage réticulé;13308;;
MELRIC;Melanospiza richardsoni;Moisson pied-blanc;18581;;
MELROB;Melichneutes robustus;Indicateur à queue en lyre;11398;;
MELRUB;Melanerpes rubricapillus;Pic à couronne rouge;11461;;
MELRUF;Melidectes rufocrissalis;Méliphage de Reichenow;13392;;
MELSCL;Melidectes sclateri;Méliphage de San Cristobal;13395;;
MELSUL;Melanochlora sultanea;Mésange sultane;15540;;
MELSUP;Melanerpes superciliaris;Pic à sourcils noirs;11464;;
MELTIS;Melozone leucotis;Tohi oreillard;17879;;
MELTUS;Meliphaga flavirictus;Méliphage souriant;13305;;
MELUND;Melopsittacus undulatus;Perruche ondulée;9442;;
MELURO;Melanerpes uropygialis;Pic des saguaros;11462;;
MELVAL;Melithreptus validirostris;Méliphage à bec fort;13350;;
MELVER;Melanocharis versteri;Piquebaie éventail;17052;;
MELVIC;Meliphaga vicina;Méliphage de Tagula;13302;;
MELVIT;Melanodryas vittata;Miro de Tasmanie;13586;;
MELWHI;Melidectes whitemanensis;Méliphage de Whiteman;13386;;
MELWIS;Melanerpes lewis;Pic de Lewis;11445;;
MELXAN;Melanodera xanthogramma;Mélanodère à sourcils jaunes;18422;;
MELYEL;Melanocorypha yeltoniensis;Alouette nègre;16821;;
MELZEN;Melignomon zenkeri;Indicateur de Zenker;11401;;
MEMELA;Melanodera melanodera;Mélanodère à sourcils blancs;18421;;
MEMELO;Melospiza melodia;Bruant chanteur;17806;;
MEMONG;Melanocorypha mongolica;Alouette de Mongolie;16819;;
MEMONT;Meliphaga montana;Méliphage forestier;13296;;
MENALB;Menura alberti;Ménure d'Albert;13167;;
MENNOV;Menura novaehollandiae;Ménure superbe;13168;;
MEOSUS;Megalurulus rubiginosus;Mégalure rubigineuse;16040;;
MERAPI;Merops apiaster;Guêpier d'Europe;11043;;
MERARM;Merganetta armata;Merganette des torrents;7218;;
MERATE;Merulaxis ater;Mérulaxe noir;13131;;
MERAUS;Mergus australis;Harle austral;7325;;
MERBOE;Merops boehmi;Guêpier de Böhm;11037;;
MERBRE;Merops breweri;Guêpier à tête noire;11033;;
MERCKI;Merops bulocki;Guêpier à gorge rouge;11026;;
MERDES;Merops bullockoides;Guêpier à front blanc;11027;;
MERFOR;Meropogon forsteni;Guêpier des Célèbes;11022;;
MERGUL;Merops gularis;Guêpier noir;11024;;
MERHIR;Merops hirundinaceus;Guêpier à queue d'aronde;11032;;
MERLES;Merops leschenaulti;Guêpier de Leschenault;11044;;
MERLIS;Merops albicollis;Guêpier à gorge blanche;11035;;
MERLUS;Mergellus albellus;Harle piette;7317;;
MERMAL;Merops malimbicus;Guêpier gris-rose;11045;;
MERMER;Mergus merganser;Harle bièvre;7324;;
MERMUE;Merops muelleri;Guêpier à tête bleue;11025;;
MEROCT;Mergus octosetaceus;Harle huppard;7321;;
MEROES;Merops nubicoides;Guêpier carmin;11047;;
MERORE;Merops oreobates;Guêpier montagnard;11031;;
MERORI;Merops orientalis;Guêpier d'Orient;11036;;
MERORN;Merops ornatus;Guêpier arc-en-ciel;11042;;
MEROUS;Merops nubicus;Guêpier écarlate;11046;;
MERPER;Merops persicus;Guêpier de Perse;11039;;
MERPHI;Merops philippinus;Guêpier à queue d'azur;11041;;
MERPUS;Merops pusillus;Guêpier nain;11028;;
MERREV;Merops revoilii;Guêpier de Revoil;11034;;
MERSER;Mergus serrator;Harle huppé;7322;;
MERSQU;Mergus squamatus;Harle de Chine;7323;;
MERSTR;Merulaxis stresemanni;Mérulaxe de Stresemann;13132;;
MERSUP;Merops superciliosus;Guêpier de Madagascar;11040;;
MERVAR;Merops variegatus;Guêpier à collier bleu;11029;;
MERVIR;Merops viridis;Guêpier à gorge bleue;11038;;
MESCAY;Mesembrinibis cayennensis;Ibis vert;7031;;
MESINT;Mesophoyx intermedia;Héron intermédiaire;6957;;
MESUNI;Mesitornis unicolor;Mésite unicolore;8145;;
MESVAR;Mesitornis variegata;Mésite variée;8144;;
METAEN;Metallura aeneocauda;Métallure à queue d'airain;10734;;
METATA;Meliphaga albonotata;Méliphage buissonnier;13299;;
METAUR;Metopothrix aurantiacus;Tête-de-feu pelucheux;12871;;
METAYM;Metriopelia aymara;Colombe aymara;9040;;
METBAR;Metallura baroni;Métallure de Baron;10730;;
METCEC;Metriopelia ceciliae;Colombe de Cécile;9037;;
METEUP;Metallura eupogon;Métallure à gorge feu;10733;;
METIND;Metopidius indicus;Jacana bronzé;8415;;
METIRA;Metallura iracunda;Métallure dorée;10737;;
METMEL;Metriopelia melanoptera;Colombe à ailes noires;9039;;
METMOR;Metriopelia morenoi;Colombe de Moreno;9038;;
METODO;Metallura odomae;Métallure du Chinguela;10731;;
METPHO;Metallura phoebe;Métallure phébé;10735;;
METRIS;Melanocharis striativentris;Piquebaie strié;17053;;
METRUG;Metabolus rugensis;Monarque de Truk;14330;;
METTHE;Metallura theresiae;Métallure de Thérèse;10732;;
METTYR;Metallura tyrianthina;Métallure émeraude;10736;;
METWIL;Metallura williami;Métallure verte;10729;;
MICALB;Microchera albocoronata;Colibri à coiffe blanche;10606;;
MICBAM;Microcerculus bambla;Troglodyte bambla;15439;;
MICBRU;Micropsitta bruijnii;Micropsitte de Bruijn;9346;;
MICBUC;Micrastur buckleyi;Carnifex de Buckley;7682;;
MICBUR;Microstilbon burmeisteri;Colibri de Burmeister;10784;;
MICCAE;Microhierax caerulescens;Fauconnet à collier;7689;;
MICCAP;Microparra capensis;Jacana nain;8409;;
MICCIN;Microbates cinereiventris;Microbate cendré;15449;;
MICCOL;Microbates collaris;Microbate à collier;15448;;
MICENS;Microeca flavovirescens;Miro olive;13569;;
MICERY;Microhierax erythrogonys;Fauconnet des Philippines;7692;;
MICFAS;Microeca fascinans;Miro enchanteur;13564;;
MICFIN;Micropsitta finschii;Micropsitte de Finsch;9345;;
MICFRI;Microhierax fringillarius;Fauconnet moineau;7690;;
MICGEE;Micropsitta geelvinkiana;Micropsitte de Geelvink;9342;;
MICGIL;Micrastur gilvicollis;Carnifex à gorge cendrée;7679;;
MICGRI;Microeca griseoceps;Miro à pattes jaunes;13568;;
MICHEM;Microeca hemixantha;Miro des Tanimbar;13565;;
MICHIM;Micropalama himantopus;Bécasseau à échasses;8519;;
MICKEI;Micropsitta keiensis;Micropsitte pygmée;9341;;
MICLAN;Micromonacha lanceolata;Barbacou lancéolé;11212;;
MICLAT;Microhierax latifrons;Fauconnet de Bornéo;7691;;
MICLEY;Micromacronus leytensis;Timalie miniature;16542;;
MICMAR;Microcerculus marginatus;Troglodyte siffleur;15436;;
MICMEL;Microhierax melanoleucus;Fauconnet noir et blanc;7693;;
MICMIR;Micrastur mirandollei;Carnifex ardoisé;7680;;
MICPAL;Microligea palustris;Paruline aux yeux rouges;18012;;
MICPAP;Microeca papuana;Miro papou;13570;;
MICPAR;Microdynamis parva;Coucou à tête noire;9788;;
MICPHI;Microcerculus philomela;Troglodyte philomèle;15435;;
MICPLU;Micrastur plumbeus;Carnifex plombé;7678;;
MICPUS;Micropsitta pusio;Micropsitte à tête fauve;9343;;
MICQUI;Microrhopias quixensis;Grisin étoilé;12559;;
MICRUF;Micrastur ruficollis;Carnifex barré;7677;;
MICSCH;Micropygia schomburgkii;Râle ocellé;8169;;
MICSEM;Micrastur semitorquatus;Carnifex à collier;7681;;
MICTER;Microeca flavigaster;Miro à ventre citron;13566;;
MICUST;Microcerculus ustulatus;Troglodyte flûtiste;15438;;
MICWHI;Micrathene whitneyi;Chevêchette des saguaros;10073;;
MIGMIL;Milvus migrans x milvus milvus;Milan noir x royal;18941;;
MILCAL;Miliaria calandra;Bruant proyer;17792;;
MILIMA;Milvago chimachima;Caracara à tête jaune;7672;;
MILLIN;Milvus lineatus;Milan brun;7382;;
MILMIG;Milvus migrans;Milan noir;7381;;
MILMIL;Milvus milvus;Milan royal;7380;;
MILNGO;Milvago chimango;Caracara chimango;7673;;
MILSPE;Milvus;;7379;;
MIMDOR;Mimus dorsalis;Moqueur à dos brun;15275;;
MIMGIL;Mimus gilvus;Moqueur des savanes;15270;;
MIMGRA;Mimodes graysoni;Moqueur de Socorro;15285;;
MIMGUN;Mimus gundlachii;Moqueur des Bahamas;15272;;
MIMGUR;Mimizuku gurneyi;Petit-duc de Gurney;9989;;
MIMLON;Mimus longicaudatus;Moqueur à longue queue;15277;;
MIMPAT;Mimus patagonicus;Moqueur de Patagonie;15274;;
MIMPOL;Mimus polyglottos;Moqueur polyglotte;15269;;
MIMSAT;Mimus saturninus;Moqueur plombé;15273;;
MIMTHE;Mimus thenca;Moqueur du Chili;15278;;
MIMTRI;Mimus triurus;Moqueur à ailes blanches;15276;;
MINANA;Mino anais;Mino anaïs;15238;;
MINCYA;Minla cyanouroptera;Minla à ailes bleues;16660;;
MINDUM;Mino dumontii;Mino de Dumont;15239;;
MINIGN;Minla ignotincta;Minla à queue rousse;16662;;
